Id,Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
47.0,12.0,2641,0.416,0,0,0,2,(5 + 3ω) (3 + 13ω),0,59 + 24ω,35 + 59ω,-24 + 35ω,-59 - 24ω,-35 - 59ω,24 - 35ω
47.5,11.5,2653,0.397,0,0,0,2,(2 - ω) (7 + 22ω),0,59 + 23ω,36 + 59ω,-23 + 36ω,-59 - 23ω,-36 - 59ω,23 - 36ω
48.0,11.0,2667,0.378,0,0,0,3,(2 + ω) (3 + ω) (7 - 6ω),0,59 + 22ω,37 + 59ω,-22 + 37ω,-59 - 22ω,-37 - 59ω,22 - 37ω
48.5,10.5,2683,0.359,1,0,0,1,'(59 + 21ω),0,59 + 21ω,38 + 59ω,-21 + 38ω,-59 - 21ω,-38 - 59ω,21 - 38ω
49.0,10.0,2701,0.34,0,0,0,2,(7 + 3ω) (8 - ω),0,59 + 20ω,39 + 59ω,-20 + 39ω,-59 - 20ω,-39 - 59ω,20 - 39ω
48.0,10.0,2604,0.346,0,0,0,4,(2 + ω) (2) (2 - ω) (6 + ω),0,58 + 20ω,38 + 58ω,-20 + 38ω,-58 - 20ω,-38 - 58ω,20 - 38ω
48.5,9.5,2623,0.327,0,0,0,2,(6 - ω) (9 + 4ω),0,58 + 19ω,39 + 58ω,-19 + 39ω,-58 - 19ω,-39 - 58ω,19 - 39ω
49.0,9.0,2644,0.308,0,0,0,2,(2) (29 + 9ω),0,58 + 18ω,40 + 58ω,-18 + 40ω,-58 - 18ω,-40 - 58ω,18 - 40ω
49.5,8.5,2667,0.289,0,0,0,3,(2 + ω) (3 + ω) (6 - 7ω),0,58 + 17ω,41 + 58ω,-17 + 41ω,-58 - 17ω,-41 - 58ω,17 - 41ω
50.0,8.0,2692,0.27,0,0,0,2,(2) (29 + 8ω),0,58 + 16ω,42 + 58ω,-16 + 42ω,-58 - 16ω,-42 - 58ω,16 - 42ω
49.5,7.5,2619,0.257,0,0,2,2,(2 + ω)³ (8 - 3ω),0,57 + 15ω,42 + 57ω,-15 + 42ω,-57 - 15ω,-42 - 57ω,15 - 42ω
50.0,7.0,2647,0.238,1,0,0,1,'(57 + 14ω),0,57 + 14ω,43 + 57ω,-14 + 43ω,-57 - 14ω,-43 - 57ω,14 - 43ω
50.0,6.0,2608,0.205,0,0,1,2,(2)² (14 + 3ω),0,56 + 12ω,44 + 56ω,-12 + 44ω,-56 - 12ω,-44 - 56ω,12 - 44ω
26.5,24.5,2503,1.013,1,0,0,1,'(2 + 51ω),1,51 + 49ω,2 + 51ω,-49 + 2ω,-51 - 49ω,-2 - 51ω,49 - 2ω
28.0,24.0,2512,0.978,0,1,1,2,(2)² (12 - ω),1,52 + 48ω,4 + 52ω,-48 + 4ω,-52 - 48ω,-4 - 52ω,48 - 4ω
