Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
-7.0,1.0,44,2.899,0,8,0,2,(1 + √5) (0.5 + 1.5√5),1,-7 + √5,7 - √5
6.0,4.0,-44,0.857,0,0,0,2,(1 + √5) (0.5 - 1.5√5),0,6 + 4√5,-6 - 4√5
-6.0,4.0,-44,2.285,0,12,0,2,(1 + √5) (0.5 + 1.5√5),1,-6 + 4√5,6 - 4√5
8.0,2.0,44,0.409,0,4,0,2,(1 + √5) (0.5 + 1.5√5),0,8 + 2√5,-8 - 2√5
-8.0,2.0,44,2.733,0,8,0,2,(1 + √5) (0.5 - 1.5√5),1,-8 + 2√5,8 - 2√5
9.0,5.0,-44,0.766,0,0,0,2,(1 + √5) (0.5 + 1.5√5),0,9 + 5√5,-9 - 5√5
-9.0,5.0,-44,2.375,0,12,0,2,(1 + √5) (0.5 - 1.5√5),1,-9 + 5√5,9 - 5√5
13.0,5.0,44,0.588,0,6,0,2,(1 + √5) (0.5 - 1.5√5),0,13 + 5√5,-13 - 5√5
-13.0,5.0,44,2.554,0,16,0,2,(1 + √5) (0.5 + 1.5√5),1,-13 + 5√5,13 - 5√5
17.0,7.0,44,0.62,0,6,0,2,(1 + √5) (0.5 + 1.5√5),0,17 + 7√5,-17 - 7√5
-17.0,7.0,44,2.522,0,16,0,2,(1 + √5) (0.5 - 1.5√5),1,-17 + 7√5,17 - 7√5
19.0,9.0,-44,0.687,0,10,0,2,(1 + √5) (0.5 - 1.5√5),0,19 + 9√5,-19 - 9√5
-19.0,9.0,-44,2.455,0,20,0,2,(1 + √5) (0.5 + 1.5√5),1,-19 + 9√5,19 - 9√5
26.0,12.0,-44,0.674,0,10,0,2,(1 + √5) (0.5 + 1.5√5),0,26 + 12√5,-26 - 12√5
-26.0,12.0,-44,2.467,0,20,0,2,(1 + √5) (0.5 - 1.5√5),1,-26 + 12√5,26 - 12√5
32.0,14.0,44,0.648,0,14,0,2,(1 + √5) (0.5 - 1.5√5),0,32 + 14√5,-32 - 14√5
-32.0,14.0,44,2.493,0,24,0,2,(1 + √5) (0.5 + 1.5√5),1,-32 + 14√5,32 - 14√5
0.0,3.0,-45,1.571,0,2,0,2,(√5) (1.5 + 1.5√5),0,3√5,-3√5
7.5,1.5,45,0.333,0,4,0,2,(√5) (1.5 + 1.5√5),0,7.5 + 1.5√5,-7.5 - 1.5√5
-7.5,1.5,45,2.808,0,8,0,2,(√5) (1.5 + 1.5√5),1,-7.5 + 1.5√5,7.5 - 1.5√5
7.5,4.5,-45,0.805,0,0,0,2,(√5) (1.5 + 1.5√5),0,7.5 + 4.5√5,-7.5 - 4.5√5
-7.5,4.5,-45,2.337,0,12,0,2,(√5) (1.5 + 1.5√5),1,-7.5 + 4.5√5,7.5 - 4.5√5
15.0,6.0,45,0.606,0,6,0,2,(√5) (1.5 + 1.5√5),0,15 + 6√5,-15 - 6√5
-15.0,6.0,45,2.536,0,16,0,2,(√5) (1.5 + 1.5√5),1,-15 + 6√5,15 - 6√5
22.5,10.5,-45,0.68,0,10,0,2,(√5) (1.5 + 1.5√5),0,22.5 + 10.5√5,-22.5 - 10.5√5
-22.5,10.5,-45,2.462,0,20,0,2,(√5) (1.5 + 1.5√5),1,-22.5 + 10.5√5,22.5 - 10.5√5
3.5,3.5,-49,1.047,1,0,0,0,'(3.5 + 3.5√5),2,3.5 + 3.5√5,-3.5 - 3.5√5,3.5 + 3.5√5
-3.5,3.5,-49,2.094,1,9,0,1,(3.5 + 3.5√5),2,-3.5 + 3.5√5,3.5 - 3.5√5,3.5 + 3.5√5
7,0,49,0.0,1,2,0,1,(3.5 + 3.5√5),2,7,-7,3.5 + 3.5√5
10.5,3.5,49,0.524,1,0,0,1,(3.5 + 3.5√5),2,10.5 + 3.5√5,-10.5 - 3.5√5,3.5 + 3.5√5
-10.5,3.5,49,2.618,1,13,0,1,(3.5 + 3.5√5),2,-10.5 + 3.5√5,10.5 - 3.5√5,3.5 + 3.5√5
14.0,7.0,-49,0.714,1,6,0,1,(3.5 + 3.5√5),2,14 + 7√5,-14 - 7√5,3.5 + 3.5√5
-14.0,7.0,-49,2.428,1,17,0,1,(3.5 + 3.5√5),2,-14 + 7√5,14 - 7√5,3.5 + 3.5√5
24.5,10.5,49,0.639,1,10,0,1,(3.5 + 3.5√5),2,24.5 + 10.5√5,-24.5 - 10.5√5,3.5 + 3.5√5
-24.5,10.5,49,2.503,1,21,0,1,(3.5 + 3.5√5),2,-24.5 + 10.5√5,24.5 - 10.5√5,3.5 + 3.5√5
2.5,3.5,-55,1.18,0,0,0,2,(√5) (0.5 - 1.5√5),0,2.5 + 3.5√5,-2.5 - 3.5√5
-2.5,3.5,-55,1.962,0,2,0,2,(√5) (0.5 + 1.5√5),1,-2.5 + 3.5√5,2.5 - 3.5√5
5.0,4.0,-55,0.946,0,0,0,2,(√5) (0.5 + 1.5√5),0,5 + 4√5,-5 - 4√5
-5.0,4.0,-55,2.196,0,2,0,2,(√5) (0.5 - 1.5√5),1,-5 + 4√5,5 - 4√5
7.5,0.5,55,0.115,0,4,0,2,(√5) (0.5 + 1.5√5),0,7.5 + 0.5√5,-7.5 - 0.5√5
-7.5,0.5,55,3.027,0,5,0,2,(√5) (0.5 - 1.5√5),1,-7.5 + 0.5√5,7.5 - 0.5√5
10.0,3.0,55,0.479,0,6,0,2,(√5) (0.5 - 1.5√5),0,10 + 3√5,-10 - 3√5
-10.0,3.0,55,2.662,0,8,0,2,(√5) (0.5 + 1.5√5),1,-10 + 3√5,10 - 3√5
12.5,4.5,55,0.558,0,6,0,2,(√5) (0.5 + 1.5√5),0,12.5 + 4.5√5,-12.5 - 4.5√5
-12.5,4.5,55,2.584,0,8,0,2,(√5) (0.5 - 1.5√5),1,-12.5 + 4.5√5,12.5 - 4.5√5
12.5,6.5,-55,0.733,0,10,0,2,(√5) (0.5 - 1.5√5),0,12.5 + 6.5√5,-12.5 - 6.5√5
-12.5,6.5,-55,2.408,0,12,0,2,(√5) (0.5 + 1.5√5),1,-12.5 + 6.5√5,12.5 - 6.5√5
17.5,8.5,-55,0.699,0,10,0,2,(√5) (0.5 + 1.5√5),0,17.5 + 8.5√5,-17.5 - 8.5√5
-17.5,8.5,-55,2.442,0,12,0,2,(√5) (0.5 - 1.5√5),1,-17.5 + 8.5√5,17.5 - 8.5√5
22.5,9.5,55,0.631,0,14,0,2,(√5) (0.5 - 1.5√5),0,22.5 + 9.5√5,-22.5 - 9.5√5
-22.5,9.5,55,2.51,0,16,0,2,(√5) (0.5 + 1.5√5),1,-22.5 + 9.5√5,22.5 - 9.5√5
30.0,13.0,55,0.644,0,14,0,2,(√5) (0.5 + 1.5√5),0,30 + 13√5,-30 - 13√5
-30.0,13.0,55,2.498,0,16,0,2,(√5) (0.5 - 1.5√5),1,-30 + 13√5,30 - 13√5
35.0,16.0,-55,0.67,0,18,0,2,(√5) (0.5 - 1.5√5),0,35 + 16√5,-35 - 16√5
-35.0,16.0,-55,2.472,0,20,0,2,(√5) (0.5 + 1.5√5),1,-35 + 16√5,35 - 16√5
1.5,3.5,-59,1.328,1,0,0,0,'(1.5 + 3.5√5),2,1.5 + 3.5√5,-1.5 - 3.5√5,1.5 + 3.5√5
-1.5,3.5,-59,1.813,1,1,0,0,'(1.5 - 3.5√5),2,-1.5 + 3.5√5,1.5 - 3.5√5,1.5 - 3.5√5
6.5,4.5,-59,0.876,1,6,0,1,(1.5 - 3.5√5),2,6.5 + 4.5√5,-6.5 - 4.5√5,1.5 - 3.5√5
-6.5,4.5,-59,2.266,1,9,0,1,(1.5 + 3.5√5),2,-6.5 + 4.5√5,6.5 - 4.5√5,1.5 + 3.5√5
8.0,1.0,59,0.213,1,0,0,1,(1.5 - 3.5√5),2,8 + √5,-8 - √5,1.5 - 3.5√5
-8.0,1.0,59,2.928,1,3,0,1,(1.5 + 3.5√5),2,-8 + √5,8 - √5,1.5 + 3.5√5
9.5,2.5,59,0.428,1,0,0,1,(1.5 + 3.5√5),2,9.5 + 2.5√5,-9.5 - 2.5√5,1.5 + 3.5√5
-9.5,2.5,59,2.714,1,3,0,1,(1.5 - 3.5√5),2,-9.5 + 2.5√5,9.5 - 2.5√5,1.5 - 3.5√5
11.0,6.0,-59,0.757,1,6,0,1,(1.5 + 3.5√5),2,11 + 6√5,-11 - 6√5,1.5 + 3.5√5
-11.0,6.0,-59,2.385,1,9,0,1,(1.5 - 3.5√5),2,-11 + 6√5,11 - 6√5,1.5 - 3.5√5
14.5,5.5,59,0.581,1,10,0,1,(1.5 - 3.5√5),2,14.5 + 5.5√5,-14.5 - 5.5√5,1.5 - 3.5√5
-14.5,5.5,59,2.56,1,13,0,1,(1.5 + 3.5√5),2,-14.5 + 5.5√5,14.5 - 5.5√5,1.5 + 3.5√5
20.5,8.5,59,0.623,1,10,0,1,(1.5 + 3.5√5),2,20.5 + 8.5√5,-20.5 - 8.5√5,1.5 + 3.5√5
-20.5,8.5,59,2.519,1,13,0,1,(1.5 - 3.5√5),2,-20.5 + 8.5√5,20.5 - 8.5√5,1.5 - 3.5√5
21.0,10.0,-59,0.69,1,14,0,1,(1.5 - 3.5√5),2,21 + 10√5,-21 - 10√5,1.5 - 3.5√5
-21.0,10.0,-59,2.452,1,17,0,1,(1.5 + 3.5√5),2,-21 + 10√5,21 - 10√5,1.5 + 3.5√5
31.5,14.5,-59,0.673,1,14,0,1,(1.5 + 3.5√5),2,31.5 + 14.5√5,-31.5 - 14.5√5,1.5 + 3.5√5
-31.5,14.5,-59,2.469,1,17,0,1,(1.5 - 3.5√5),2,-31.5 + 14.5√5,31.5 - 14.5√5,1.5 - 3.5√5
35.5,15.5,59,0.647,1,18,0,1,(1.5 - 3.5√5),2,35.5 + 15.5√5,-35.5 - 15.5√5,1.5 - 3.5√5
-35.5,15.5,59,2.494,1,21,0,1,(1.5 + 3.5√5),2,-35.5 + 15.5√5,35.5 - 15.5√5,1.5 + 3.5√5
0.5,3.5,-61,1.489,1,0,0,0,'(0.5 + 3.5√5),2,0.5 + 3.5√5,-0.5 - 3.5√5,0.5 + 3.5√5
-0.5,3.5,-61,1.653,1,1,0,0,'(0.5 - 3.5√5),2,-0.5 + 3.5√5,0.5 - 3.5√5,0.5 - 3.5√5
8.5,1.5,61,0.297,1,0,0,1,(0.5 - 3.5√5),2,8.5 + 1.5√5,-8.5 - 1.5√5,0.5 - 3.5√5
-8.5,1.5,61,2.845,1,3,0,1,(0.5 + 3.5√5),2,-8.5 + 1.5√5,8.5 - 1.5√5,0.5 + 3.5√5
9.0,2.0,61,0.367,1,0,0,1,(0.5 + 3.5√5),2,9 + 2√5,-9 - 2√5,0.5 + 3.5√5
-9.0,2.0,61,2.774,1,3,0,1,(0.5 - 3.5√5),2,-9 + 2√5,9 - 2√5,0.5 - 3.5√5
8.0,5.0,-61,0.825,1,6,0,1,(0.5 - 3.5√5),2,8 + 5√5,-8 - 5√5,0.5 - 3.5√5
-8.0,5.0,-61,2.317,1,9,0,1,(0.5 + 3.5√5),2,-8 + 5√5,8 - 5√5,0.5 + 3.5√5
9.5,5.5,-61,0.787,1,6,0,1,(0.5 + 3.5√5),2,9.5 + 5.5√5,-9.5 - 5.5√5,0.5 + 3.5√5
-9.5,5.5,-61,2.355,1,9,0,1,(0.5 - 3.5√5),2,-9.5 + 5.5√5,9.5 - 5.5√5,0.5 - 3.5√5
16.5,6.5,61,0.599,1,10,0,1,(0.5 - 3.5√5),2,16.5 + 6.5√5,-16.5 - 6.5√5,0.5 - 3.5√5
-16.5,6.5,61,2.543,1,13,0,1,(0.5 + 3.5√5),2,-16.5 + 6.5√5,16.5 - 6.5√5,0.5 + 3.5√5
18.5,7.5,61,0.612,1,10,0,1,(0.5 + 3.5√5),2,18.5 + 7.5√5,-18.5 - 7.5√5,0.5 + 3.5√5
-18.5,7.5,61,2.529,1,13,0,1,(0.5 - 3.5√5),2,-18.5 + 7.5√5,18.5 - 7.5√5,0.5 - 3.5√5
24.5,11.5,-61,0.683,1,14,0,1,(0.5 - 3.5√5),2,24.5 + 11.5√5,-24.5 - 11.5√5,0.5 - 3.5√5
-24.5,11.5,-61,2.459,1,17,0,1,(0.5 + 3.5√5),2,-24.5 + 11.5√5,24.5 - 11.5√5,0.5 + 3.5√5
28.0,13.0,-61,0.677,1,14,0,1,(0.5 + 3.5√5),2,28 + 13√5,-28 - 13√5,0.5 + 3.5√5
-28.0,13.0,-61,2.464,1,17,0,1,(0.5 - 3.5√5),2,-28 + 13√5,28 - 13√5,0.5 - 3.5√5
4.0,4.0,-64,1.047,0,9,2,1,(1 + √5)³,0,4 + 4√5,-4 - 4√5
-4.0,4.0,-64,2.094,0,17,2,1,(1 + √5)³,1,-4 + 4√5,4 - 4√5
8,0,64,0.0,0,12,2,1,(1 + √5)³,0,8,-8
12.0,4.0,64,0.524,0,2,2,1,(1 + √5)³,0,12 + 4√5,-12 - 4√5
-12.0,4.0,64,2.618,0,21,2,1,(1 + √5)³,1,-12 + 4√5,12 - 4√5
16.0,8.0,-64,0.714,0,4,2,1,(1 + √5)³,0,16 + 8√5,-16 - 8√5
-16.0,8.0,-64,2.428,0,25,2,1,(1 + √5)³,1,-16 + 8√5,16 - 8√5
28.0,12.0,64,0.639,0,0,2,1,(1 + √5)³,0,28 + 12√5,-28 - 12√5
-28.0,12.0,64,2.503,0,29,2,1,(1 + √5)³,1,-28 + 12√5,28 - 12√5
3.0,4.0,-71,1.162,1,0,0,0,'(3 + 4√5),2,3 + 4√5,-3 - 4√5,3 + 4√5
-3.0,4.0,-71,1.979,1,1,0,0,'(3 - 4√5),2,-3 + 4√5,3 - 4√5,3 - 4√5
5.5,4.5,-71,0.956,1,6,0,1,(3 - 4√5),2,5.5 + 4.5√5,-5.5 - 4.5√5,3 - 4√5
-5.5,4.5,-71,2.185,1,9,0,1,(3 + 4√5),2,-5.5 + 4.5√5,5.5 - 4.5√5,3 + 4√5
8.5,0.5,71,0.102,1,0,0,1,(3 - 4√5),2,8.5 + 0.5√5,-8.5 - 0.5√5,3 - 4√5
-8.5,0.5,71,3.04,1,3,0,1,(3 + 4√5),2,-8.5 + 0.5√5,8.5 - 0.5√5,3 + 4√5
11.5,3.5,71,0.485,1,0,0,1,(3 + 4√5),2,11.5 + 3.5√5,-11.5 - 3.5√5,3 + 4√5
-11.5,3.5,71,2.656,1,3,0,1,(3 - 4√5),2,-11.5 + 3.5√5,11.5 - 3.5√5,3 - 4√5
14.0,5.0,71,0.554,1,10,0,1,(3 - 4√5),2,14 + 5√5,-14 - 5√5,3 - 4√5
-14.0,5.0,71,2.588,1,13,0,1,(3 + 4√5),2,-14 + 5√5,14 - 5√5,3 + 4√5
14.5,7.5,-71,0.731,1,6,0,1,(3 + 4√5),2,14.5 + 7.5√5,-14.5 - 7.5√5,3 + 4√5
-14.5,7.5,-71,2.411,1,9,0,1,(3 - 4√5),2,-14.5 + 7.5√5,14.5 - 7.5√5,3 - 4√5
19.5,9.5,-71,0.701,1,14,0,1,(3 - 4√5),2,19.5 + 9.5√5,-19.5 - 9.5√5,3 - 4√5
-19.5,9.5,-71,2.441,1,17,0,1,(3 + 4√5),2,-19.5 + 9.5√5,19.5 - 9.5√5,3 + 4√5
26.0,11.0,71,0.632,1,10,0,1,(3 + 4√5),2,26 + 11√5,-26 - 11√5,3 + 4√5
-26.0,11.0,71,2.509,1,13,0,1,(3 - 4√5),2,-26 + 11√5,26 - 11√5,3 - 4√5
33.5,14.5,71,0.643,1,18,0,1,(3 - 4√5),2,33.5 + 14.5√5,-33.5 - 14.5√5,3 - 4√5
-33.5,14.5,71,2.498,1,21,0,1,(3 + 4√5),2,-33.5 + 14.5√5,33.5 - 14.5√5,3 + 4√5
2.0,4.0,-76,1.29,0,2,0,2,(1 + √5) (1 + 2√5),0,2 + 4√5,-2 - 4√5
-2.0,4.0,-76,1.852,0,2,0,2,(1 + √5) (1 - 2√5),1,-2 + 4√5,2 - 4√5
7.0,5.0,-76,0.891,0,0,0,2,(1 + √5) (1 - 2√5),0,7 + 5√5,-7 - 5√5
-7.0,5.0,-76,2.251,0,12,0,2,(1 + √5) (1 + 2√5),1,-7 + 5√5,7 - 5√5
9.0,1.0,76,0.19,0,4,0,2,(1 + √5) (1 - 2√5),0,9 + √5,-9 - √5
-9.0,1.0,76,2.951,0,8,0,2,(1 + √5) (1 + 2√5),1,-9 + √5,9 - √5
11.0,3.0,76,0.441,0,4,0,2,(1 + √5) (1 + 2√5),0,11 + 3√5,-11 - 3√5
-11.0,3.0,76,2.7,0,8,0,2,(1 + √5) (1 - 2√5),1,-11 + 3√5,11 - 3√5
13.0,7.0,-76,0.751,0,0,0,2,(1 + √5) (1 + 2√5),0,13 + 7√5,-13 - 7√5
-13.0,7.0,-76,2.391,0,12,0,2,(1 + √5) (1 - 2√5),1,-13 + 7√5,13 - 7√5
16.0,6.0,76,0.576,0,6,0,2,(1 + √5) (1 - 2√5),0,16 + 6√5,-16 - 6√5
-16.0,6.0,76,2.566,0,16,0,2,(1 + √5) (1 + 2√5),1,-16 + 6√5,16 - 6√5
23.0,11.0,-76,0.692,0,10,0,2,(1 + √5) (1 - 2√5),0,23 + 11√5,-23 - 11√5
-23.0,11.0,-76,2.45,0,20,0,2,(1 + √5) (1 + 2√5),1,-23 + 11√5,23 - 11√5
24.0,10.0,76,0.625,0,6,0,2,(1 + √5) (1 + 2√5),0,24 + 10√5,-24 - 10√5
-24.0,10.0,76,2.516,0,16,0,2,(1 + √5) (1 - 2√5),1,-24 + 10√5,24 - 10√5
1.0,4.0,-79,1.427,1,0,0,0,'(1 + 4√5),2,1 + 4√5,-1 - 4√5,1 + 4√5
-1.0,4.0,-79,1.714,1,1,0,0,'(1 - 4√5),2,-1 + 4√5,1 - 4√5,1 - 4√5
9.5,1.5,79,0.267,1,0,0,1,(1 - 4√5),2,9.5 + 1.5√5,-9.5 - 1.5√5,1 - 4√5
-9.5,1.5,79,2.875,1,3,0,1,(1 + 4√5),2,-9.5 + 1.5√5,9.5 - 1.5√5,1 + 4√5
8.5,5.5,-79,0.842,1,6,0,1,(1 - 4√5),2,8.5 + 5.5√5,-8.5 - 5.5√5,1 - 4√5
-8.5,5.5,-79,2.299,1,9,0,1,(1 + 4√5),2,-8.5 + 5.5√5,8.5 - 5.5√5,1 + 4√5
10.5,2.5,79,0.391,1,0,0,1,(1 + 4√5),2,10.5 + 2.5√5,-10.5 - 2.5√5,1 + 4√5
-10.5,2.5,79,2.75,1,3,0,1,(1 - 4√5),2,-10.5 + 2.5√5,10.5 - 2.5√5,1 - 4√5
11.5,6.5,-79,0.775,1,6,0,1,(1 + 4√5),2,11.5 + 6.5√5,-11.5 - 6.5√5,1 + 4√5
-11.5,6.5,-79,2.367,1,9,0,1,(1 - 4√5),2,-11.5 + 6.5√5,11.5 - 6.5√5,1 - 4√5
18.0,7.0,79,0.593,1,10,0,1,(1 - 4√5),2,18 + 7√5,-18 - 7√5,1 - 4√5
-18.0,7.0,79,2.549,1,13,0,1,(1 + 4√5),2,-18 + 7√5,18 - 7√5,1 + 4√5
22.0,9.0,79,0.616,1,10,0,1,(1 + 4√5),2,22 + 9√5,-22 - 9√5,1 + 4√5
-22.0,9.0,79,2.525,1,13,0,1,(1 - 4√5),2,-22 + 9√5,22 - 9√5,1 - 4√5
26.5,12.5,-79,0.685,1,14,0,1,(1 - 4√5),2,26.5 + 12.5√5,-26.5 - 12.5√5,1 - 4√5
-26.5,12.5,-79,2.457,1,17,0,1,(1 + 4√5),2,-26.5 + 12.5√5,26.5 - 12.5√5,1 + 4√5
33.5,15.5,-79,0.676,1,14,0,1,(1 + 4√5),2,33.5 + 15.5√5,-33.5 - 15.5√5,1 + 4√5
-33.5,15.5,-79,2.466,1,17,0,1,(1 - 4√5),2,-33.5 + 15.5√5,33.5 - 15.5√5,1 - 4√5
0.0,4.0,-80,1.571,0,9,1,2,(1 + √5)² (√5),0,4√5,-4√5
10.0,2.0,80,0.333,0,2,1,2,(1 + √5)² (√5),0,10 + 2√5,-10 - 2√5
-10.0,2.0,80,2.808,0,13,1,2,(1 + √5)² (√5),1,-10 + 2√5,10 - 2√5
10.0,6.0,-80,0.805,0,4,1,2,(1 + √5)² (√5),0,10 + 6√5,-10 - 6√5
-10.0,6.0,-80,2.337,0,17,1,2,(1 + √5)² (√5),1,-10 + 6√5,10 - 6√5
20.0,8.0,80,0.606,0,0,1,2,(1 + √5)² (√5),0,20 + 8√5,-20 - 8√5
-20.0,8.0,80,2.536,0,21,1,2,(1 + √5)² (√5),1,-20 + 8√5,20 - 8√5
30.0,14.0,-80,0.68,0,6,1,2,(1 + √5)² (√5),0,30 + 14√5,-30 - 14√5
-30.0,14.0,-80,2.462,0,25,1,2,(1 + √5)² (√5),1,-30 + 14√5,30 - 14√5
4.5,4.5,-81,1.047,0,2,1,1,(1.5 + 1.5√5)²,0,4.5 + 4.5√5,-4.5 - 4.5√5
-4.5,4.5,-81,2.094,0,12,1,1,(1.5 + 1.5√5)²,1,-4.5 + 4.5√5,4.5 - 4.5√5
9,0,81,0.0,0,9,1,1,(1.5 + 1.5√5)²,0,9,-9
13.5,4.5,81,0.524,0,4,1,1,(1.5 + 1.5√5)²,0,13.5 + 4.5√5,-13.5 - 4.5√5
-13.5,4.5,81,2.618,0,16,1,1,(1.5 + 1.5√5)²,1,-13.5 + 4.5√5,13.5 - 4.5√5
18.0,9.0,-81,0.714,0,0,1,1,(1.5 + 1.5√5)²,0,18 + 9√5,-18 - 9√5
-18.0,9.0,-81,2.428,0,20,1,1,(1.5 + 1.5√5)²,1,-18 + 9√5,18 - 9√5
31.5,13.5,81,0.639,0,6,1,1,(1.5 + 1.5√5)²,0,31.5 + 13.5√5,-31.5 - 13.5√5
-31.5,13.5,81,2.503,0,24,1,1,(1.5 + 1.5√5)²,1,-31.5 + 13.5√5,31.5 - 13.5√5
3.5,4.5,-89,1.149,1,0,0,0,'(3.5 + 4.5√5),2,3.5 + 4.5√5,-3.5 - 4.5√5,3.5 + 4.5√5
-3.5,4.5,-89,1.993,1,1,0,0,'(3.5 - 4.5√5),2,-3.5 + 4.5√5,3.5 - 4.5√5,3.5 - 4.5√5
6.0,5.0,-89,0.965,1,6,0,1,(3.5 - 4.5√5),2,6 + 5√5,-6 - 5√5,3.5 - 4.5√5
-6.0,5.0,-89,2.177,1,9,0,1,(3.5 + 4.5√5),2,-6 + 5√5,6 - 5√5,3.5 + 4.5√5
9.5,0.5,89,0.091,1,0,0,1,(3.5 - 4.5√5),2,9.5 + 0.5√5,-9.5 - 0.5√5,3.5 - 4.5√5
-9.5,0.5,89,3.051,1,3,0,1,(3.5 + 4.5√5),2,-9.5 + 0.5√5,9.5 - 0.5√5,3.5 + 4.5√5
13.0,4.0,89,0.49,1,0,0,1,(3.5 + 4.5√5),2,13 + 4√5,-13 - 4√5,3.5 + 4.5√5
-13.0,4.0,89,2.652,1,3,0,1,(3.5 - 4.5√5),2,-13 + 4√5,13 - 4√5,3.5 - 4.5√5
15.5,5.5,89,0.551,1,10,0,1,(3.5 - 4.5√5),2,15.5 + 5.5√5,-15.5 - 5.5√5,3.5 - 4.5√5
-15.5,5.5,89,2.591,1,13,0,1,(3.5 + 4.5√5),2,-15.5 + 5.5√5,15.5 - 5.5√5,3.5 + 4.5√5
16.5,8.5,-89,0.729,1,6,0,1,(3.5 + 4.5√5),2,16.5 + 8.5√5,-16.5 - 8.5√5,3.5 + 4.5√5
-16.5,8.5,-89,2.413,1,9,0,1,(3.5 - 4.5√5),2,-16.5 + 8.5√5,16.5 - 8.5√5,3.5 - 4.5√5
21.5,10.5,-89,0.702,1,14,0,1,(3.5 - 4.5√5),2,21.5 + 10.5√5,-21.5 - 10.5√5,3.5 - 4.5√5
-21.5,10.5,-89,2.44,1,17,0,1,(3.5 + 4.5√5),2,-21.5 + 10.5√5,21.5 - 10.5√5,3.5 + 4.5√5
29.5,12.5,89,0.633,1,10,0,1,(3.5 + 4.5√5),2,29.5 + 12.5√5,-29.5 - 12.5√5,3.5 + 4.5√5
-29.5,12.5,89,2.508,1,13,0,1,(3.5 - 4.5√5),2,-29.5 + 12.5√5,29.5 - 12.5√5,3.5 - 4.5√5
37.0,16.0,89,0.643,1,18,0,1,(3.5 - 4.5√5),2,37 + 16√5,-37 - 16√5,3.5 - 4.5√5
-37.0,16.0,89,2.499,1,21,0,1,(3.5 + 4.5√5),2,-37 + 16√5,37 - 16√5,3.5 + 4.5√5
2.5,4.5,-95,1.26,0,0,0,2,(√5) (1 - 2√5),0,2.5 + 4.5√5,-2.5 - 4.5√5
-2.5,4.5,-95,1.881,0,2,0,2,(√5) (1 + 2√5),1,-2.5 + 4.5√5,2.5 - 4.5√5
7.5,5.5,-95,0.904,0,0,0,2,(√5) (1 + 2√5),0,7.5 + 5.5√5,-7.5 - 5.5√5
-7.5,5.5,-95,2.238,0,2,0,2,(√5) (1 - 2√5),1,-7.5 + 5.5√5,7.5 - 5.5√5
10.0,1.0,95,0.171,0,4,0,2,(√5) (1 + 2√5),0,10 + √5,-10 - √5
-10.0,1.0,95,2.97,0,5,0,2,(√5) (1 - 2√5),1,-10 + √5,10 - √5
12.5,3.5,95,0.452,0,6,0,2,(√5) (1 - 2√5),0,12.5 + 3.5√5,-12.5 - 3.5√5
-12.5,3.5,95,2.69,0,8,0,2,(√5) (1 + 2√5),1,-12.5 + 3.5√5,12.5 - 3.5√5
15.0,8.0,-95,0.746,0,10,0,2,(√5) (1 - 2√5),0,15 + 8√5,-15 - 8√5
-15.0,8.0,-95,2.396,0,12,0,2,(√5) (1 + 2√5),1,-15 + 8√5,15 - 8√5
17.5,6.5,95,0.572,0,6,0,2,(√5) (1 + 2√5),0,17.5 + 6.5√5,-17.5 - 6.5√5
-17.5,6.5,95,2.57,0,8,0,2,(√5) (1 - 2√5),1,-17.5 + 6.5√5,17.5 - 6.5√5
25.0,12.0,-95,0.694,0,10,0,2,(√5) (1 + 2√5),0,25 + 12√5,-25 - 12√5
-25.0,12.0,-95,2.448,0,12,0,2,(√5) (1 - 2√5),1,-25 + 12√5,25 - 12√5
27.5,11.5,95,0.627,0,14,0,2,(√5) (1 - 2√5),0,27.5 + 11.5√5,-27.5 - 11.5√5
-27.5,11.5,95,2.515,0,16,0,2,(√5) (1 + 2√5),1,-27.5 + 11.5√5,27.5 - 11.5√5
1.5,4.5,-99,1.381,0,2,0,2,(1.5 + 1.5√5) (0.5 + 1.5√5),0,1.5 + 4.5√5,-1.5 - 4.5√5
-1.5,4.5,-99,1.761,0,2,0,2,(1.5 + 1.5√5) (0.5 - 1.5√5),1,-1.5 + 4.5√5,1.5 - 4.5√5
10.5,1.5,99,0.243,0,4,0,2,(1.5 + 1.5√5) (0.5 - 1.5√5),0,10.5 + 1.5√5,-10.5 - 1.5√5
-10.5,1.5,99,2.899,0,8,0,2,(1.5 + 1.5√5) (0.5 + 1.5√5),1,-10.5 + 1.5√5,10.5 - 1.5√5
9.0,6.0,-99,0.857,0,0,0,2,(1.5 + 1.5√5) (0.5 - 1.5√5),0,9 + 6√5,-9 - 6√5
-9.0,6.0,-99,2.285,0,12,0,2,(1.5 + 1.5√5) (0.5 + 1.5√5),1,-9 + 6√5,9 - 6√5
12.0,3.0,99,0.409,0,4,0,2,(1.5 + 1.5√5) (0.5 + 1.5√5),0,12 + 3√5,-12 - 3√5
-12.0,3.0,99,2.733,0,8,0,2,(1.5 + 1.5√5) (0.5 - 1.5√5),1,-12 + 3√5,12 - 3√5
13.5,7.5,-99,0.766,0,0,0,2,(1.5 + 1.5√5) (0.5 + 1.5√5),0,13.5 + 7.5√5,-13.5 - 7.5√5
